 time,呼吸阻抗（mV） ,心电数据（mV） 
 25-04-12 13:42:40.362,14.4733667373657,11.2538576126099
 25-04-12 13:42:40.364,14.4251894950867,13.582808971405
 25-04-12 13:42:40.366,14.3146991729736,16.6670179367065
 25-04-12 13:42:40.368,14.2624831199646,10.3402209281921
 25-04-12 13:42:40.370,14.2258453369141,10.759391784668
 25-04-12 13:42:40.372,14.2999863624573,6.00571155548096
 25-04-12 13:42:40.374,14.3842244148254,10.3448367118835
 25-04-12 13:42:40.376,14.3686461448669,14.4574999809265
 25-04-12 13:42:40.378,14.4456720352173,16.6315340995789
 25-04-12 13:42:40.381,14.452018737793,10.0275015830994
 25-04-12 13:42:40.383,14.452018737793,11.1802935600281
 25-04-12 13:42:40.384,14.4442296028137,11.1802935600281
 25-04-12 13:42:40.385,14.4156694412231,13.1549835205078
 25-04-12 13:42:40.387,14.3158531188965,16.5149855613708
 25-04-12 13:42:40.389,14.3158531188965,10.1079893112183
 25-04-12 13:42:40.390,14.2829656600952,10.1079893112183
 25-04-12 13:42:40.391,14.2572903633118,10.7273697853088
 25-04-12 13:42:40.393,14.3121027946472,6.19611263275146
 25-04-12 13:42:40.395,14.3827819824219,10.4916763305664
 25-04-12 13:42:40.397,14.3582606315613,14.675018787384
 25-04-12 13:42:40.398,14.4026875495911,17.5725769996643
 25-04-12 13:42:40.401,14.4073033332825,10.0468301773071
 25-04-12 13:42:40.402,14.4096112251282,10.9705638885498
 25-04-12 13:42:40.405,14.4096112251282,12.531852722168
 25-04-12 13:42:40.406,14.3969178199768,12.531852722168
 25-04-12 13:42:40.406,14.3170070648193,16.3156414031982
 25-04-12 13:42:40.408,14.2849850654602,9.6276593208313
 25-04-12 13:42:40.410,14.2451739311218,10.6791925430298
 25-04-12 13:42:40.413,14.3187379837036,6.36747360229492
 25-04-12 13:42:40.414,14.3931674957275,11.019606590271
 25-04-12 13:42:40.417,14.364607334137,15.1882362365723
 25-04-12 13:42:40.419,14.435863494873,18.6728644371033
 25-04-12 13:42:40.421,14.4257664680481,10.2698302268982
 25-04-12 13:42:40.423,14.4257664680481,10.6197643280029
 25-04-12 13:42:40.424,14.4223046302795,10.6197643280029
 25-04-12 13:42:40.425,14.4012451171875,11.8761229515076
 25-04-12 13:42:40.426,14.3109488487244,15.8327150344849
 25-04-12 13:42:40.428,14.3109488487244,8.82999420166016
 25-04-12 13:42:40.429,14.2538285255432,8.82999420166016
 25-04-12 13:42:40.430,14.2119979858398,10.7409286499023
 25-04-12 13:42:40.432,14.300274848938,6.80770397186279
 25-04-12 13:42:40.434,14.3790316581726,11.3571357727051
 25-04-12 13:42:40.439,14.3622994422913,15.5254769325256
 25-04-12 13:42:40.439,14.4448065757751,0.729005336761475
 25-04-12 13:42:40.440,14.439902305603,10.3448367118835
 25-04-12 13:42:40.442,14.4528841972351,10.2669453620911
 25-04-12 13:42:40.445,14.4528841972351,11.1407709121704
 25-04-12 13:42:40.446,14.4335556030273,11.1407709121704
 25-04-12 13:42:40.446,14.2959475517273,15.4121017456055
 25-04-12 13:42:40.448,14.259021282196,8.4907341003418
 25-04-12 13:42:40.450,14.2073822021484,10.6206297874451
 25-04-12 13:42:40.452,14.3008518218994,6.84405326843262
 25-04-12 13:42:40.454,14.3882632255554,11.7676520347595
 25-04-12 13:42:40.456,14.3686461448669,16.1258172988892
 25-04-12 13:42:40.458,14.3989372253418,1.78169250488281
 25-04-12 13:42:40.460,14.3989372253418,10.3953218460083
 25-04-12 13:42:40.461,14.379608631134,10.3953218460083
 25-04-12 13:42:40.462,14.3637418746948,10.0257706642151
 25-04-12 13:42:40.464,14.3749928474426,10.4582118988037
 25-04-12 13:42:40.466,14.2864274978638,14.8316669464111
 25-04-12 13:42:40.468,14.2469048500061,7.59873390197754
 25-04-12 13:42:40.470,14.142472743988,10.7103490829468
 25-04-12 13:42:40.473,14.2301726341248,7.3047661781311
 25-04-12 13:42:40.475,14.3432593345642,12.2880816459656
 25-04-12 13:42:40.477,14.3383550643921,16.6084551811218
 25-04-12 13:42:40.479,14.4084572792053,2.63330459594727
 25-04-12 13:42:40.481,14.4124960899353,10.3226232528687
 25-04-12 13:42:40.483,14.4217276573181,9.49062824249268
 25-04-12 13:42:40.485,14.3882632255554,9.51255321502686
 25-04-12 13:42:40.487,14.2898893356323,14.3074870109558
 25-04-12 13:42:40.489,14.2708492279053,7.05782175064087
 25-04-12 13:42:40.491,14.2284417152405,10.8462262153625
 25-04-12 13:42:40.493,14.2844080924988,7.81625270843506
 25-04-12 13:42:40.495,14.3493175506592,12.7150416374207
 25-04-12 13:42:40.497,14.3493175506592,17.0752263069153
 25-04-12 13:42:40.499,14.4098997116089,3.87956619262695
 25-04-12 13:42:40.501,14.3810510635376,10.3338742256165
 25-04-12 13:42:40.503,14.3963408470154,9.04145479202271
 25-04-12 13:42:40.505,14.3773007392883,8.8219165802002
 25-04-12 13:42:40.507,14.2878699302673,13.907356262207
 25-04-12 13:42:40.509,14.2555594444275,6.50046586990356
 25-04-12 13:42:40.511,14.2194986343384,10.9327721595764
 25-04-12 13:42:40.513,14.3051791191101,8.05021524429321
 25-04-12 13:42:40.515,14.3709540367126,13.1399822235107
 25-04-12 13:42:40.516,14.3363356590271,17.5466132164001
 25-04-12 13:42:40.518,14.4070148468018,4.80301141738892
 25-04-12 13:42:40.520,14.406726360321,10.3168535232544
 25-04-12 13:42:40.522,14.4052839279175,8.73450517654419
 25-04-12 13:42:40.524,14.3723964691162,8.31966161727905
 25-04-12 13:42:40.526,14.3005633354187,13.8268685340881
 25-04-12 13:42:40.528,14.2728686332703,6.15024328231812
 25-04-12 13:42:40.530,14.2327690124512,11.100959777832
 25-04-12 13:42:40.532,14.298255443573,8.48121404647827
 25-04-12 13:42:40.534,14.3683576583862,13.5790586471558
 25-04-12 13:42:40.537,14.3620109558105,18.043098449707
 25-04-12 13:42:40.539,14.3620109558105,5.68751096725464
 25-04-12 13:42:40.540,14.4295167922974,5.68751096725464
 25-04-12 13:42:40.541,14.4142270088196,10.0566387176514
 25-04-12 13:42:40.543,14.4197082519531,8.25446367263794
 25-04-12 13:42:40.545,14.3951869010925,7.5240159034729
 25-04-12 13:42:40.550,14.2999863624573,13.3704829216003
 25-04-12 13:42:40.550,14.2575788497925,5.55509567260742
 25-04-12 13:42:40.551,14.2356538772583,11.1523103713989
 25-04-12 13:42:40.553,14.3331623077393,8.69527101516724
 25-04-12 13:42:40.555,14.3925905227661,13.8355231285095
 25-04-12 13:42:40.557,14.3571066856384,18.4524607658386
 25-04-12 13:42:40.559,14.4505763053894,6.52614116668701
 25-04-12 13:42:40.561,14.439902305603,9.75632429122925
 25-04-12 13:42:40.563,14.4191312789917,7.58084774017334
 25-04-12 13:42:40.565,14.3547987937927,6.90290451049805
 25-04-12 13:42:40.567,14.2665219306946,12.9850649833679
 25-04-12 13:42:40.569,14.2463278770447,4.9660062789917
 25-04-12 13:42:40.571,14.2004585266113,11.2977075576782
 25-04-12 13:42:40.573,14.2968130111694,8.99587392807007
 25-04-12 13:42:40.575,14.3712425231934,14.3403744697571
 25-04-12 13:42:40.577,14.3498945236206,18.8874983787537
 25-04-12 13:42:40.579,14.3902826309204,7.28889942169189
 25-04-12 13:42:40.581,14.3793201446533,9.75488185882568
 25-04-12 13:42:40.583,14.3902826309204,7.20119953155518
 25-04-12 13:42:40.584,14.3426823616028,5.91772317886353
