 time,呼吸阻抗（mV） ,心电数据（mV） 
 25-04-12 17:23:06.098,14441,23287
 25-04-12 17:23:06.102,14279,43412
 25-04-12 17:23:06.106,15170,64223
 25-04-12 17:23:06.110,15614,52130
 25-04-12 17:23:06.114,14109,25755
 25-04-12 17:23:06.118,14208,23416
 25-04-12 17:23:06.122,14887,43184
 25-04-12 17:23:06.125,15652,64213
 25-04-12 17:23:06.130,15318,52434
 25-04-12 17:23:06.134,14265,25657
 25-04-12 17:23:06.138,14542,23251
 25-04-12 17:23:06.141,14370,43380
 25-04-12 17:23:06.145,15422,64288
 25-04-12 17:23:06.149,15744,52278
 25-04-12 17:23:06.153,14240,25686
 25-04-12 17:23:06.157,14493,23325
 25-04-12 17:23:06.161,14576,43138
 25-04-12 17:23:06.165,15080,64168
 25-04-12 17:23:06.169,15013,52542
 25-04-12 17:23:06.173,14482,25731
 25-04-12 17:23:06.178,15087,23150
 25-04-12 17:23:06.182,15077,42957
 25-04-12 17:23:06.186,15554,64110
 25-04-12 17:23:06.190,15724,52668
 25-04-12 17:23:06.194,14582,26017
 25-04-12 17:23:06.198,14482,23164
 25-04-12 17:23:06.202,14901,42598
 25-04-12 17:23:06.206,16019,63805
 25-04-12 17:23:06.209,15575,52621
 25-04-12 17:23:06.214,14157,26002
 25-04-12 17:23:06.218,14539,23235
 25-04-12 17:23:06.221,14395,42982
 25-04-12 17:23:06.226,15279,64058
 25-04-12 17:23:06.229,15232,52679
 25-04-12 17:23:06.233,13633,26078
 25-04-12 17:23:06.237,13947,23414
 25-04-12 17:23:06.241,14277,42965
 25-04-12 17:23:06.245,14499,63950
 25-04-12 17:23:06.249,15025,52702
 25-04-12 17:23:06.253,14229,26103
 25-04-12 17:23:06.257,14473,23447
 25-04-12 17:23:06.261,14393,43019
 25-04-12 17:23:06.265,15247,64040
 25-04-12 17:23:06.269,15406,52867
 25-04-12 17:23:06.273,13932,26020
 25-04-12 17:23:06.277,14735,23348
 25-04-12 17:23:06.282,15035,42880
 25-04-12 17:23:06.286,15548,64020
 25-04-12 17:23:06.290,15483,53155
 25-04-12 17:23:06.294,14146,26537
 25-04-12 17:23:06.298,14531,23348
 25-04-12 17:23:06.302,14552,42648
 25-04-12 17:23:06.306,15527,63522
 25-04-12 17:23:06.310,15632,52777
 25-04-12 17:23:06.314,14109,26426
 25-04-12 17:23:06.318,14214,23337
 25-04-12 17:23:06.322,14366,42665
 25-04-12 17:23:06.325,15689,63590
 25-04-12 17:23:06.329,15285,52632
 25-04-12 17:23:06.333,13955,26198
 25-04-12 17:23:06.337,14323,23030
 25-04-12 17:23:06.341,14976,42275
 25-04-12 17:23:06.345,16165,63313
 25-04-12 17:23:06.351,15714,52713
 25-04-12 17:23:06.354,14289,26157
 25-04-12 17:23:06.358,14704,22863
 25-04-12 17:23:06.361,14654,41873
 25-04-12 17:23:06.365,15317,62840
 25-04-12 17:23:06.370,15250,52316
 25-04-12 17:23:06.374,13735,26160
 25-04-12 17:23:06.377,14423,22763
 25-04-12 17:23:06.382,14839,41905
 25-04-12 17:23:06.386,15969,62928
 25-04-12 17:23:06.389,15649,52511
 25-04-12 17:23:06.394,14037,26023
 25-04-12 17:23:06.398,14252,22928
 25-04-12 17:23:06.402,14507,42313
 25-04-12 17:23:06.405,15376,63408
 25-04-12 17:23:06.410,15337,53313
 25-04-12 17:23:06.413,14100,26989
 25-04-12 17:23:06.418,14265,23445
 25-04-12 17:23:06.422,14195,42558
 25-04-12 17:23:06.425,14772,63425
 25-04-12 17:23:06.430,15165,53106
 25-04-12 17:23:06.433,14080,26858
 25-04-12 17:23:06.437,14107,23416
 25-04-12 17:23:06.442,14371,42211
 25-04-12 17:23:06.445,15010,63168
 25-04-12 17:23:06.449,15368,52723
 25-04-12 17:23:06.453,14601,26125
 25-04-12 17:23:06.457,13937,22669
 25-04-12 17:23:06.461,13842,41364
 25-04-12 17:23:06.465,15328,62273
 25-04-12 17:23:06.469,14979,52500
 25-04-12 17:23:06.473,13897,26240
 25-04-12 17:23:06.477,14293,22407
 25-04-12 17:23:06.482,14467,41185
 25-04-12 17:23:06.486,15077,62224
 25-04-12 17:23:06.490,14889,52405
 25-04-12 17:23:06.494,13945,26225
 25-04-12 17:23:06.498,14377,22598
 25-04-12 17:23:06.502,14288,41393
 25-04-12 17:23:06.506,15092,62247
 25-04-12 17:23:06.510,15738,52337
 25-04-12 17:23:06.514,14137,25914
 25-04-12 17:23:06.518,14130,22039
 25-04-12 17:23:06.523,13960,40589
 25-04-12 17:23:06.526,14637,61280
 25-04-12 17:23:06.529,14496,51338
 25-04-12 17:23:06.533,13775,25801
 25-04-12 17:23:06.537,14511,23530
 25-04-12 17:23:06.541,14701,44078
 25-04-12 17:23:06.545,15207,1067
 25-04-12 17:23:06.549,15059,58196
 25-04-12 17:23:06.553,14046,33431
 25-04-12 17:23:06.557,14299,32025
 25-04-12 17:23:06.561,14726,50850
 25-04-12 17:23:06.565,15071,5169
 25-04-12 17:23:06.569,14448,59571
 25-04-12 17:23:06.573,13545,31537
 25-04-12 17:23:06.577,14315,25668
 25-04-12 17:23:06.581,14557,43356
 25-04-12 17:23:06.585,15110,63895
 25-04-12 17:23:06.589,14786,54323
 25-04-12 17:23:06.594,13665,28284
 25-04-12 17:23:06.599,13694,24254
 25-04-12 17:23:06.602,13914,42657
 25-04-12 17:23:06.606,14924,64002
 25-04-12 17:23:06.610,14436,54607
 25-04-12 17:23:06.613,13932,28058
 25-04-12 17:23:06.618,14254,23985
 25-04-12 17:23:06.622,14647,42494
 25-04-12 17:23:06.625,16046,63620
 25-04-12 17:23:06.630,15430,54677
 25-04-12 17:23:06.635,13774,28655
 25-04-12 17:23:06.638,13644,24646
 25-04-12 17:23:06.641,13768,43003
 25-04-12 17:23:06.645,14527,63618
 25-04-12 17:23:06.649,15570,54547
 25-04-12 17:23:06.653,13791,28556
 25-04-12 17:23:06.657,13834,24223
 25-04-12 17:23:06.661,14064,42287
 25-04-12 17:23:06.666,14613,63285
 25-04-12 17:23:06.669,14481,54508
 25-04-12 17:23:06.673,13671,28453
 25-04-12 17:23:06.678,14203,23986
 25-04-12 17:23:06.682,14144,42300
 25-04-12 17:23:06.686,14392,63313
 25-04-12 17:23:06.690,15115,54362
 25-04-12 17:23:06.694,13930,28393
 25-04-12 17:23:06.698,13995,23808
 25-04-12 17:23:06.701,14068,41859
 25-04-12 17:23:06.706,14143,63030
 25-04-12 17:23:06.709,13944,54333
 25-04-12 17:23:06.714,13492,28233
 25-04-12 17:23:06.718,13874,23750
 25-04-12 17:23:06.722,14340,41635
 25-04-12 17:23:06.726,15234,62572
 25-04-12 17:23:06.730,15666,53482
 25-04-12 17:23:06.734,13832,27528
 25-04-12 17:23:06.738,13930,23285
 25-04-12 17:23:06.742,14314,41335
 25-04-12 17:23:06.745,15378,62148
 25-04-12 17:23:06.750,15437,53433
 25-04-12 17:23:06.754,13777,27473
 25-04-12 17:23:06.757,13941,23035
 25-04-12 17:23:06.761,14501,41087
 25-04-12 17:23:06.766,15614,62009
 25-04-12 17:23:06.770,15446,53175
 25-04-12 17:23:06.774,13537,27024
 25-04-12 17:23:06.778,14125,22547
 25-04-12 17:23:06.782,14200,40624
 25-04-12 17:23:06.785,14535,61784
 25-04-12 17:23:06.789,15274,53272
 25-04-12 17:23:06.793,13795,27172
 25-04-12 17:23:06.797,13730,22400
 25-04-12 17:23:06.801,14125,40391
 25-04-12 17:23:06.805,15442,61103
 25-04-12 17:23:06.809,15735,53077
 25-04-12 17:23:06.813,14114,27375
 25-04-12 17:23:06.822,14119,22620
 25-04-12 17:23:06.822,13954,40709
 25-04-12 17:23:06.826,14064,61922
 25-04-12 17:23:06.830,14972,53715
 25-04-12 17:23:06.834,13982,27826
 25-04-12 17:23:06.838,14135,23157
 25-04-12 17:23:06.843,14357,41006
 25-04-12 17:23:06.847,14805,61970
 25-04-12 17:23:06.851,15274,53991
 25-04-12 17:23:06.855,13562,28447
 25-04-12 17:23:06.859,13244,23751
 25-04-12 17:23:06.863,13585,41450
 25-04-12 17:23:06.867,14904,62408
 25-04-12 17:23:06.871,14979,54469
 25-04-12 17:23:06.875,13970,28615
 25-04-12 17:23:06.877,14244,23837
 25-04-12 17:23:06.882,14353,41808
 25-04-12 17:23:06.886,14625,62904
 25-04-12 17:23:06.890,14564,54793
 25-04-12 17:23:06.894,13526,29106
 25-04-12 17:23:06.898,13948,24103
 25-04-12 17:23:06.902,14195,41548
 25-04-12 17:23:06.906,14965,62633
 25-04-12 17:23:06.910,15164,55129
 25-04-12 17:23:06.914,14167,29480
 25-04-12 17:23:06.917,14130,24532
 25-04-12 17:23:06.921,13955,42231
 25-04-12 17:23:06.925,14573,62915
 25-04-12 17:23:06.929,15252,54990
 25-04-12 17:23:06.934,13822,29547
 25-04-12 17:23:06.938,13859,24997
 25-04-12 17:23:06.941,13910,42787
 25-04-12 17:23:06.946,14515,63542
 25-04-12 17:23:06.949,14753,55962
 25-04-12 17:23:06.953,13535,30372
 25-04-12 17:23:06.957,13625,25658
 25-04-12 17:23:06.961,14016,43467
 25-04-12 17:23:06.966,15034,63906
 25-04-12 17:23:06.970,15266,56313
 25-04-12 17:23:06.975,13062,31358
 25-04-12 17:23:06.977,13188,26390
 25-04-12 17:23:06.981,13932,43805
 25-04-12 17:23:06.987,14777,64748
 25-04-12 17:23:06.991,15000,57873
 25-04-12 17:23:06.995,13574,32984
 25-04-12 17:23:06.999,13353,27968
 25-04-12 17:23:07.002,13333,44972
 25-04-12 17:23:07.007,13715,95
 25-04-12 17:23:07.011,14093,58284
 25-04-12 17:23:07.015,13415,32807
 25-04-12 17:23:07.019,13560,27405
 25-04-12 17:23:07.023,13983,44532
 25-04-12 17:23:07.027,14465,65007
 25-04-12 17:23:07.030,14885,57681
 25-04-12 17:23:07.035,13639,32199
 25-04-12 17:23:07.038,13876,26770
 25-04-12 17:23:07.042,14920,43947
 25-04-12 17:23:07.046,15484,64744
 25-04-12 17:23:07.050,14979,58313
 25-04-12 17:23:07.054,13552,33668
 25-04-12 17:23:07.058,13764,28669
 25-04-12 17:23:07.062,14391,45298
 25-04-12 17:23:07.066,15385,596
 25-04-12 17:23:07.070,14879,59350
 25-04-12 17:23:07.074,13357,33690
 25-04-12 17:23:07.077,13153,28055
 25-04-12 17:23:07.082,13737,44642
 25-04-12 17:23:07.086,14449,65226
 25-04-12 17:23:07.090,15165,58222
 25-04-12 17:23:07.094,13777,33117
 25-04-12 17:23:07.098,13673,27839
 25-04-12 17:23:07.102,14102,44791
 25-04-12 17:23:07.106,14549,92
 25-04-12 17:23:07.110,14611,60270
 25-04-12 17:23:07.114,13242,36068
 25-04-12 17:23:07.118,13420,30852
 25-04-12 17:23:07.122,14135,47422
 25-04-12 17:23:07.127,15114,2709
 25-04-12 17:23:07.130,14979,61817
 25-04-12 17:23:07.135,13694,37189
 25-04-12 17:23:07.138,13859,32357
 25-04-12 17:23:07.142,13988,50107
 25-04-12 17:23:07.146,14482,5806
 25-04-12 17:23:07.150,14629,288
 25-04-12 17:23:07.154,13638,41918
 25-04-12 17:23:07.159,13793,37412
 25-04-12 17:23:07.162,13654,55007
 25-04-12 17:23:07.166,13996,10560
 25-04-12 17:23:07.170,14499,4534
 25-04-12 17:23:07.174,13229,46113
 25-04-12 17:23:07.178,13269,41325
 25-04-12 17:23:07.182,13793,58865
 25-04-12 17:23:07.187,14565,13629
 25-04-12 17:23:07.190,15086,7199
 25-04-12 17:23:07.194,13477,47635
 25-04-12 17:23:07.198,13211,41770
 25-04-12 17:23:07.205,13819,57980
 25-04-12 17:23:07.206,15068,12361
 25-04-12 17:23:07.210,15002,6052
 25-04-12 17:23:07.214,13070,48485
 25-04-12 17:23:07.218,13217,42658
 25-04-12 17:23:07.223,13486,57519
 25-04-12 17:23:07.227,13147,11156
 25-04-12 17:23:07.231,13742,4323
 25-04-12 17:23:07.234,12565,45960
 25-04-12 17:23:07.238,12864,40975
 25-04-12 17:23:07.242,13161,57445
 25-04-12 17:23:07.246,14072,11641
 25-04-12 17:23:07.250,14285,5507
 25-04-12 17:23:07.254,12365,47197
 25-04-12 17:23:07.259,12652,42197
 25-04-12 17:23:07.262,13719,58100
 25-04-12 17:23:07.266,13577,11866
 25-04-12 17:23:07.270,13367,5789
 25-04-12 17:23:07.274,12201,47854
 25-04-12 17:23:07.279,12526,42552
 25-04-12 17:23:07.283,12410,57565
 25-04-12 17:23:07.287,12872,10473
 25-04-12 17:23:07.291,13107,4273
 25-04-12 17:23:07.295,11929,46425
 25-04-12 17:23:07.299,11788,40953
 25-04-12 17:23:07.302,11843,55769
 25-04-12 17:23:07.306,12387,8125
 25-04-12 17:23:07.310,13311,1769
 25-04-12 17:23:07.314,12237,44178
 25-04-12 17:23:07.318,12136,38747
 25-04-12 17:23:07.322,12605,53717
 25-04-12 17:23:07.327,13481,6183
 25-04-12 17:23:07.331,13392,65264
 25-04-12 17:23:07.335,12104,42066
 25-04-12 17:23:07.339,11971,37566
 25-04-12 17:23:07.342,11897,52689
 25-04-12 17:23:07.346,11680,4636
 25-04-12 17:23:07.350,12669,63496
 25-04-12 17:23:07.354,11547,41055
 25-04-12 17:23:07.358,11405,36649
 25-04-12 17:23:07.363,11802,51635
 25-04-12 17:23:07.366,12005,3476
 25-04-12 17:23:07.370,12079,63367
 25-04-12 17:23:07.374,11015,42182
 25-04-12 17:23:07.378,10832,38485
 25-04-12 17:23:07.382,10927,52570
 25-04-12 17:23:07.386,11428,2891
 25-04-12 17:23:07.390,11946,62964
 25-04-12 17:23:07.394,10920,42174
 25-04-12 17:23:07.398,11431,38461
 25-04-12 17:23:07.402,11617,52067
 25-04-12 17:23:07.406,11740,2258
 25-04-12 17:23:07.410,12960,61777
 25-04-12 17:23:07.414,10889,41597
 25-04-12 17:23:07.418,11121,37359
 25-04-12 17:23:07.422,11446,49680
 25-04-12 17:23:07.426,11952,64073
 25-04-12 17:23:07.430,12231,58476
 25-04-12 17:23:07.435,10684,38912
 25-04-12 17:23:07.439,11089,34895
 25-04-12 17:23:07.442,11679,46377
 25-04-12 17:23:07.446,11699,59692
 25-04-12 17:23:07.450,11458,53817
 25-04-12 17:23:07.454,10606,35173
 25-04-12 17:23:07.458,10437,30887
 25-04-12 17:23:07.462,10967,42227
 25-04-12 17:23:07.466,11899,56372
 25-04-12 17:23:07.471,11948,52159
 25-04-12 17:23:07.474,10469,36303
 25-04-12 17:23:07.478,10812,34347
 25-04-12 17:23:07.482,11591,46452
 25-04-12 17:23:07.487,13190,60041
 25-04-12 17:23:07.490,12292,57341
 25-04-12 17:23:07.495,10515,42035
 25-04-12 17:23:07.499,10929,37731
 25-04-12 17:23:07.503,11347,46237
 25-04-12 17:23:07.506,11787,56469
 25-04-12 17:23:07.511,12700,50631
 25-04-12 17:23:07.515,10710,34071
 25-04-12 17:23:07.518,10537,30513
 25-04-12 17:23:07.523,10824,40633
 25-04-12 17:23:07.526,10697,51750
 25-04-12 17:23:07.530,11907,46968
 25-04-12 17:23:07.534,10822,31250
 25-04-12 17:23:07.544,11192,27346
 25-04-12 17:23:07.544,11671,35955
 25-04-12 17:23:07.547,12532,46579
 25-04-12 17:23:07.551,11742,42378
 25-04-12 17:23:07.555,10675,27592
 25-04-12 17:23:07.559,11406,24237
 25-04-12 17:23:07.563,11474,32697
 25-04-12 17:23:07.566,12300,43052
 25-04-12 17:23:07.570,12350,38935
 25-04-12 17:23:07.575,10989,23991
 25-04-12 17:23:07.579,11731,20103
 25-04-12 17:23:07.583,11857,28397
 25-04-12 17:23:07.587,12076,38582
 25-04-12 17:23:07.591,12484,34513
 25-04-12 17:23:07.595,11254,20367
 25-04-12 17:23:07.599,11770,16667
 25-04-12 17:23:07.603,11957,24804
 25-04-12 17:23:07.607,12811,34774
 25-04-12 17:23:07.611,13489,30928
 25-04-12 17:23:07.615,11460,17155
 25-04-12 17:23:07.619,11487,13627
 25-04-12 17:23:07.622,12217,22010
 25-04-12 17:23:07.626,12978,32765
 25-04-12 17:23:07.630,13934,30140
 25-04-12 17:23:07.634,12180,15849
 25-04-12 17:23:07.638,11692,11550
 25-04-12 17:23:07.643,12504,20109
 25-04-12 17:23:07.647,14050,30455
 25-04-12 17:23:07.651,14165,27440
 25-04-12 17:23:07.655,12215,14855
 25-04-12 17:23:07.659,12259,11522
 25-04-12 17:23:07.663,12876,19271
 25-04-12 17:23:07.667,12939,29420
 25-04-12 17:23:07.671,13527,26880
 25-04-12 17:23:07.675,12469,14563
 25-04-12 17:23:07.679,12613,11267
 25-04-12 17:23:07.683,13022,19061
 25-04-12 17:23:07.687,14057,28868
 25-04-12 17:23:07.691,14924,26820
 25-04-12 17:23:07.695,12745,15100
 25-04-12 17:23:07.699,12742,11483
 25-04-12 17:23:07.703,12707,18767
 25-04-12 17:23:07.707,15241,28713
 25-04-12 17:23:07.711,15080,26660
 25-04-12 17:23:07.715,12662,14712
 25-04-12 17:23:07.719,12501,11364
 25-04-12 17:23:07.723,12979,18592
 25-04-12 17:23:07.727,13440,28275
 25-04-12 17:23:07.730,13892,26158
 25-04-12 17:23:07.734,12744,15103
 25-04-12 17:23:07.738,12962,11818
 25-04-12 17:23:07.743,13593,18833
 25-04-12 17:23:07.746,14611,28500
 25-04-12 17:23:07.751,13816,27155
 25-04-12 17:23:07.755,12314,16491
 25-04-12 17:23:07.759,12757,13217
 25-04-12 17:23:07.763,13318,20706
 25-04-12 17:23:07.766,13374,30568
 25-04-12 17:23:07.771,13839,29562
 25-04-12 17:23:07.775,12440,19488
 25-04-12 17:23:07.778,12595,16753
 25-04-12 17:23:07.782,13269,24663
 25-04-12 17:23:07.786,13922,34192
 25-04-12 17:23:07.790,14637,33342
 25-04-12 17:23:07.794,12708,23525
 25-04-12 17:23:07.798,12762,20610
 25-04-12 17:23:07.802,13514,27408
 25-04-12 17:23:07.806,13361,36522
 25-04-12 17:23:07.810,14645,35403
 25-04-12 17:23:07.814,13082,25751
 25-04-12 17:23:07.818,12799,22758
 25-04-12 17:23:07.822,13169,29402
 25-04-12 17:23:07.826,14462,38506
 25-04-12 17:23:07.831,15007,37965
 25-04-12 17:23:07.835,13672,29702
 25-04-12 17:23:07.838,13632,26242
 25-04-12 17:23:07.842,13902,31326
 25-04-12 17:23:07.846,13281,39692
 25-04-12 17:23:07.851,13989,38875
 25-04-12 17:23:07.854,13049,29053
 25-04-12 17:23:07.858,12859,25637
 25-04-12 17:23:07.862,13633,32176
 25-04-12 17:23:07.867,14391,40513
 25-04-12 17:23:07.870,14979,39175
 25-04-12 17:23:07.874,13197,29642
 25-04-12 17:23:07.879,12802,26199
 25-04-12 17:23:07.882,12850,32522
 25-04-12 17:23:07.886,13807,41617
 25-04-12 17:23:07.890,14084,41033
 25-04-12 17:23:07.894,12843,31133
 25-04-12 17:23:07.898,12630,28152
 25-04-12 17:23:07.902,12941,34244
 25-04-12 17:23:07.906,14014,42081
 25-04-12 17:23:07.910,14700,40837
 25-04-12 17:23:07.915,12927,31016
 25-04-12 17:23:07.918,12440,28017
 25-04-12 17:23:07.922,12406,34365
 25-04-12 17:23:07.926,13290,42324
 25-04-12 17:23:07.930,13701,41780
 25-04-12 17:23:07.935,12867,32255
 25-04-12 17:23:07.939,13171,28430
 25-04-12 17:23:07.942,13545,34232
 25-04-12 17:23:07.946,14725,42171
 25-04-12 17:23:07.950,14869,42487
 25-04-12 17:23:07.954,12136,34887
 25-04-12 17:23:07.958,12020,30781
 25-04-12 17:23:07.962,12675,35115
 25-04-12 17:23:07.966,13153,42273
 25-04-12 17:23:07.970,13940,42217
 25-04-12 17:23:07.976,12758,33765
 25-04-12 17:23:07.979,13170,30197
 25-04-12 17:23:07.983,14385,35697
 25-04-12 17:23:07.986,14662,43957
 25-04-12 17:23:07.991,14374,43217
 25-04-12 17:23:07.995,12765,34585
 25-04-12 17:23:07.999,12949,31797
 25-04-12 17:23:08.003,13106,37295
 25-04-12 17:23:08.007,12715,45392
 25-04-12 17:23:08.011,14370,44390
 25-04-12 17:23:08.015,12781,35851
 25-04-12 17:23:08.019,12759,32551
 25-04-12 17:23:08.023,13255,38443
 25-04-12 17:23:08.026,12816,46932
 25-04-12 17:23:08.030,12848,47131
 25-04-12 17:23:08.034,12038,38620
 25-04-12 17:23:08.038,12459,35030
 25-04-12 17:23:08.043,13109,40687
 25-04-12 17:23:08.046,14052,49275
 25-04-12 17:23:08.050,15095,49967
 25-04-12 17:23:08.054,12827,39691
 25-04-12 17:23:08.059,12471,35944
 25-04-12 17:23:08.063,13269,41317
 25-04-12 17:23:08.067,13984,49034
 25-04-12 17:23:08.070,13323,49722
 25-04-12 17:23:08.075,11640,39854
 25-04-12 17:23:08.078,12206,35615
 25-04-12 17:23:08.082,13341,41075
 25-04-12 17:23:08.086,14597,48045
 25-04-12 17:23:08.090,14267,47536
 25-04-12 17:23:08.094,12220,38483
 25-04-12 17:23:08.098,11920,34727
 25-04-12 17:23:08.102,12404,40277
 25-04-12 17:23:08.106,13027,48565
 25-04-12 17:23:08.110,14092,47878
 25-04-12 17:23:08.114,12302,38135
 25-04-12 17:23:08.118,12536,33581
 25-04-12 17:23:08.123,12694,39131
 25-04-12 17:23:08.127,13259,47822
 25-04-12 17:23:08.131,13532,47449
 25-04-12 17:23:08.135,12015,37760
 25-04-12 17:23:08.139,12089,33010
 25-04-12 17:23:08.143,12547,38520
 25-04-12 17:23:08.146,12569,48157
 25-04-12 17:23:08.150,13384,47997
 25-04-12 17:23:08.154,12027,37276
 25-04-12 17:23:08.158,11847,31472
 25-04-12 17:23:08.162,12570,36330
 25-04-12 17:23:08.167,13200,44266
 25-04-12 17:23:08.170,13874,44602
 25-04-12 17:23:08.174,12100,35830
 25-04-12 17:23:08.178,11895,31935
 25-04-12 17:23:08.182,11984,37237
 25-04-12 17:23:08.186,11769,45017
 25-04-12 17:23:08.190,12605,44942
 25-04-12 17:23:08.194,11804,35935
